id,numero_da_amostra,tipo_da_forma_de_abastecimento,ano,mes,data_da_coleta,area,zona,latitude,longitude,parametro,resultado,procedencia_da_coleta,ponto_de_coleta,resultado_original,resultado_numerico,data_coleta,bairro,conforme
105,250104000564,SAA,2025,3,2025-03-31,FEDERACAO,Urbana,-12.9975004,-38.5127773,Cloro residual livre (mg/L),"0,25",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,25",0.25,2025-03-31,FEDERACAO,True
106,250104000527,SAA,2025,3,2025-03-26,FAZENDA GRANDE DO RETIRO,Urbana,-12.941824,-38.4830356,Cloro residual livre (mg/L),"1,76",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"1,76",1.76,2025-03-26,FAZENDA GRANDE DO RETIRO,True
107,250104000544,SAA,2025,3,2025-03-27,CAMPINAS DE BROTAS,Urbana,-12.9809882,-38.4786879,Cloro residual livre (mg/L),"1,93",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"1,93",1.93,2025-03-27,CAMPINAS DE BROTAS,True
108,250104000536,SAA,2025,3,2025-03-26,AGUAS CLARAS,Urbana,-12.8937081,-38.440751,Cloro residual livre (mg/L),"4,24",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"4,24",4.24,2025-03-26,AGUAS CLARAS,False
109,250104000526,SAA,2025,3,2025-03-26,FAZENDA GRANDE DO RETIRO,Urbana,-12.9497186,-38.4784136,Cloro residual livre (mg/L),"1,50",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"1,50",1.5,2025-03-26,FAZENDA GRANDE DO RETIRO,True
110,250104000531,SAA,2025,3,2025-03-26,PIRAJA,Urbana,-12.8983029,-38.4584337,Cloro residual livre (mg/L),"1,43",SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,"1,43",1.43,2025-03-26,PIRAJA,True
111,250104000530,SAA,2025,3,2025-03-26,SAO CAETANO,Urbana,-12.9368449,-38.4886624,Cloro residual livre (mg/L),"1,90",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"1,90",1.9,2025-03-26,SAO CAETANO,True
112,250104000524,SAA,2025,3,2025-03-26,FAZENDA GRANDE DO RETIRO,Urbana,-12.9483085,-38.4790421,Cloro residual livre (mg/L),"1,65",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"1,65",1.65,2025-03-26,FAZENDA GRANDE DO RETIRO,True
113,250104000546,SAA,2025,3,2025-03-27,DANIEL LISBOA,Urbana,-12.9852761,-38.488064,Cloro residual livre (mg/L),"3,59",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"3,59",3.59,2025-03-27,DANIEL LISBOA,False
114,250104000523,SAA,2025,3,2025-03-25,COSTA AZUL,Urbana,-12.9852244,-38.4374353,Cloro residual livre (mg/L),"2,17",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,17",2.17,2025-03-25,COSTA AZUL,False
115,250104000556,SAA,2025,3,2025-03-27,MASSARANDUBA,Urbana,-12.9253958,-38.5019419,Cloro residual livre (mg/L),"2,59",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,59",2.59,2025-03-27,MASSARANDUBA,False
116,250104000557,SAA,2025,3,2025-03-27,RIBEIRA,Urbana,-12.9161779,-38.4973911,Cloro residual livre (mg/L),"2,46",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,46",2.46,2025-03-27,RIBEIRA,False
117,250104000525,SAA,2025,3,2025-03-26,FAZENDA GRANDE DO RETIRO,Urbana,-12.9474788,-38.4816556,Cloro residual livre (mg/L),"1,58",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"1,58",1.58,2025-03-26,FAZENDA GRANDE DO RETIRO,True
118,250104000552,SAA,2025,3,2025-03-27,VASCO DA GAMA,Urbana,-12.9916326,-38.5020801,Cloro residual livre (mg/L),"1,39",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"1,39",1.39,2025-03-27,VASCO DA GAMA,True
119,250104000550,SAA,2025,3,2025-03-27,LUIS ANSELMO,Urbana,-12.9754055,-38.4870492,Cloro residual livre (mg/L),"2,41",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,41",2.41,2025-03-27,LUIS ANSELMO,False
120,250104000549,SAA,2025,3,2025-03-27,MATATU,Urbana,-12.9771454,-38.4951725,Cloro residual livre (mg/L),"2,16",SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,"2,16",2.16,2025-03-27,MATATU,False
121,250104000548,SAA,2025,3,2025-03-27,COSME DE FARIAS,Urbana,-12.9811113,-38.4887994,Cloro residual livre (mg/L),"2,11",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,11",2.11,2025-03-27,COSME DE FARIAS,False
122,250104000563,SAA,2025,3,2025-03-27,CAMINHO DE AREIA,Urbana,-12.9299165,-38.5055196,Cloro residual livre (mg/L),"2,61",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,61",2.61,2025-03-27,CAMINHO DE AREIA,False
123,250104000514,SAA,2025,3,2025-03-25,PARALELA,Urbana,-12.9514076,-38.4297578,Cloro residual livre (mg/L),"2,92",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,92",2.92,2025-03-25,PARALELA,False
124,250104000515,SAA,2025,3,2025-03-25,BOCA DO RIO,Urbana,-12.9737117,-38.4324085,Cloro residual livre (mg/L),"2,77",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,77",2.77,2025-03-25,BOCA DO RIO,False
125,250104000541,SAA,2025,3,2025-03-26,CAJAZEIRAS,Urbana,-12.890687,-38.4088068,Cloro residual livre (mg/L),"3,28",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"3,28",3.28,2025-03-26,CAJAZEIRAS,False
126,250104000537,SAA,2025,3,2025-03-26,AGUAS CLARAS,Urbana,-12.8887609,-38.4208856,Cloro residual livre (mg/L),"0,66",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,66",0.66,2025-03-26,AGUAS CLARAS,True
127,250104000516,SAA,2025,3,2025-03-25,BOCA DO RIO,Urbana,-12.9797437,-38.436922,Cloro residual livre (mg/L),"3,05",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"3,05",3.05,2025-03-25,BOCA DO RIO,False
128,250104000545,SAA,2025,3,2025-03-27,BROTAS,Urbana,-12.9907486,-38.485112,Cloro residual livre (mg/L),"0,86",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,86",0.86,2025-03-27,BROTAS,True
129,250104000539,SAA,2025,3,2025-03-26,CAJAZEIRAS,Urbana,-12.8979121,-38.4129377,Cloro residual livre (mg/L),"2,89",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,89",2.89,2025-03-26,CAJAZEIRAS,False
130,250104000533,SAA,2025,3,2025-03-26,VALERIA,Urbana,-12.8792686,-38.4385021,Cloro residual livre (mg/L),"1,86",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"1,86",1.86,2025-03-26,VALERIA,True
131,250104000517,SAA,2025,3,2025-03-25,BOCA DO RIO,Urbana,-12.9786105,-38.4322751,Cloro residual livre (mg/L),"2,30",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,30",2.3,2025-03-25,BOCA DO RIO,False
132,250104000555,SAA,2025,3,2025-03-27,MASSARANDUBA,Urbana,-12.9282909,-38.497982,Cloro residual livre (mg/L),"1,54",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"1,54",1.54,2025-03-27,MASSARANDUBA,True
133,250104000558,SAA,2025,3,2025-03-27,BONFIM,Urbana,-12.9223068,-38.5085944,Cloro residual livre (mg/L),"3,54",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"3,54",3.54,2025-03-27,BONFIM,False
134,250104000561,SAA,2025,3,2025-03-27,MONTE SERRAT,Urbana,-12.9293799,-38.5164245,Cloro residual livre (mg/L),"2,72",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,72",2.72,2025-03-27,MONTE SERRAT,False
135,250104000559,SAA,2025,3,2025-03-27,BONFIM,Urbana,-12.9245802,-38.5105627,Cloro residual livre (mg/L),"2,99",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,99",2.99,2025-03-27,BONFIM,False
136,250104000551,SAA,2025,3,2025-03-27,SETE PORTAS,Urbana,-12.9686314,-38.4967082,Cloro residual livre (mg/L),"1,67",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"1,67",1.67,2025-03-27,SETE PORTAS,True
137,250104000542,SAA,2025,3,2025-03-26,CAJAZEIRAS,Urbana,-12.881804,-38.4111157,Cloro residual livre (mg/L),"3,80",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"3,80",3.8,2025-03-26,CAJAZEIRAS,False
138,250104000543,SAA,2025,3,2025-03-27,CAMPINAS DE BROTAS,Urbana,-12.9822708,-38.4778317,Cloro residual livre (mg/L),"2,14",SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,"2,14",2.14,2025-03-27,CAMPINAS DE BROTAS,False
139,250104000511,SAA,2025,3,2025-03-25,SANTA CRUZ,Urbana,-13.0036119,-38.4785485,Cloro residual livre (mg/L),"0,19",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"0,19",0.19,2025-03-25,SANTA CRUZ,False
140,250104000560,SAA,2025,3,2025-03-27,MONTE SERRAT,Urbana,-12.9576787,-38.4968458,Cloro residual livre (mg/L),"3,25",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"3,25",3.25,2025-03-27,MONTE SERRAT,False
141,250104000518,SAA,2025,3,2025-03-25,IMBUI,Urbana,-12.9695384,-38.4323755,Cloro residual livre (mg/L),"2,10",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,10",2.1,2025-03-25,IMBUI,False
142,250104000520,SAA,2025,3,2025-03-25,BOCA DO RIO,Urbana,-12.9735981,-38.4259731,Cloro residual livre (mg/L),"2,12",ESTAÇÃO DE TRATAMENTO DE ÁGUA,Saída de tratamento/pós-desinfecção,"2,12",2.12,2025-03-25,BOCA DO RIO,False
143,250104000547,SAA,2025,3,2025-03-27,BROTAS,Urbana,-12.9810131,-38.5005866,Cloro residual livre (mg/L),"3,71",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"3,71",3.71,2025-03-27,BROTAS,False
144,250104000534,SAA,2025,3,2025-03-26,VALERIA,Urbana,-12.8730556,-38.4352778,Cloro residual livre (mg/L),"2,12",SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,"2,12",2.12,2025-03-26,VALERIA,False
145,250104000548,SAA,2025,3,2025-03-27,COSME DE FARIAS,Urbana,-12.9811113,-38.4887994,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,COSME DE FARIAS,True
146,250104000539,SAA,2025,3,2025-03-26,CAJAZEIRAS,Urbana,-12.8979121,-38.4129377,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,CAJAZEIRAS,True
147,250104000513,SAA,2025,3,2025-03-25,PARALELA,Urbana,-12.9565084,-38.4291786,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-25,PARALELA,True
148,250104000531,SAA,2025,3,2025-03-26,PIRAJA,Urbana,-12.8983029,-38.4584337,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-03-26,PIRAJA,True
149,250104000557,SAA,2025,3,2025-03-27,RIBEIRA,Urbana,-12.9161779,-38.4973911,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,RIBEIRA,True
150,250104000552,SAA,2025,3,2025-03-27,VASCO DA GAMA,Urbana,-12.9916326,-38.5020801,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,VASCO DA GAMA,True
151,250104000559,SAA,2025,3,2025-03-27,BONFIM,Urbana,-12.9245802,-38.5105627,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,BONFIM,True
152,250104000550,SAA,2025,3,2025-03-27,LUIS ANSELMO,Urbana,-12.9754055,-38.4870492,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,LUIS ANSELMO,True
153,250104000560,SAA,2025,3,2025-03-27,MONTE SERRAT,Urbana,-12.9576787,-38.4968458,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,MONTE SERRAT,True
154,250104000517,SAA,2025,3,2025-03-25,BOCA DO RIO,Urbana,-12.9786105,-38.4322751,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-25,BOCA DO RIO,True
155,250104000538,SAA,2025,3,2025-03-26,CAJAZEIRAS,Urbana,-12.8865546,-38.419571,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,CAJAZEIRAS,True
156,250104000556,SAA,2025,3,2025-03-27,MASSARANDUBA,Urbana,-12.9253958,-38.5019419,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,MASSARANDUBA,True
157,250104000518,SAA,2025,3,2025-03-25,IMBUI,Urbana,-12.9695384,-38.4323755,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-25,IMBUI,True
158,250104000551,SAA,2025,3,2025-03-27,SETE PORTAS,Urbana,-12.9686314,-38.4967082,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,SETE PORTAS,True
159,250104000545,SAA,2025,3,2025-03-27,BROTAS,Urbana,-12.9907486,-38.485112,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,BROTAS,True
160,250104000537,SAA,2025,3,2025-03-26,AGUAS CLARAS,Urbana,-12.8887609,-38.4208856,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,AGUAS CLARAS,True
161,250104000525,SAA,2025,3,2025-03-26,FAZENDA GRANDE DO RETIRO,Urbana,-12.9474788,-38.4816556,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,FAZENDA GRANDE DO RETIRO,True
162,250104000536,SAA,2025,3,2025-03-26,AGUAS CLARAS,Urbana,-12.8937081,-38.440751,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,AGUAS CLARAS,True
163,250104000533,SAA,2025,3,2025-03-26,VALERIA,Urbana,-12.8792686,-38.4385021,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,VALERIA,True
164,250104000535,SAA,2025,3,2025-03-26,AGUAS CLARAS,Urbana,-12.8937081,-38.440751,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-03-26,AGUAS CLARAS,True
165,250104000564,SAA,2025,3,2025-03-31,FEDERACAO,Urbana,-12.9975004,-38.5127773,Coliformes totais,PRESENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,PRESENTE,1.0,2025-03-31,FEDERACAO,False
166,250104000543,SAA,2025,3,2025-03-27,CAMPINAS DE BROTAS,Urbana,-12.9822708,-38.4778317,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-03-27,CAMPINAS DE BROTAS,True
167,250104000519,SAA,2025,3,2025-03-25,JARDIM ARMAÇÃO,Urbana,-12.9963548,-38.4497756,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-25,JARDIM ARMAÇÃO,True
168,250104000540,SAA,2025,3,2025-03-26,CAJAZEIRAS,Urbana,-12.8969197,-38.405897,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,CAJAZEIRAS,True
169,250104000530,SAA,2025,3,2025-03-26,SAO CAETANO,Urbana,-12.9368449,-38.4886624,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,SAO CAETANO,True
170,250104000522,SAA,2025,3,2025-03-25,STIEP,Urbana,-12.9802634,-38.4491574,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-25,STIEP,True
171,250104000516,SAA,2025,3,2025-03-25,BOCA DO RIO,Urbana,-12.9797437,-38.436922,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-25,BOCA DO RIO,True
172,250104000523,SAA,2025,3,2025-03-25,COSTA AZUL,Urbana,-12.9852244,-38.4374353,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-25,COSTA AZUL,True
173,250104000546,SAA,2025,3,2025-03-27,DANIEL LISBOA,Urbana,-12.9852761,-38.488064,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,DANIEL LISBOA,True
174,250104000515,SAA,2025,3,2025-03-25,BOCA DO RIO,Urbana,-12.9737117,-38.4324085,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-25,BOCA DO RIO,True
175,250104000558,SAA,2025,3,2025-03-27,BONFIM,Urbana,-12.9223068,-38.5085944,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,BONFIM,True
176,250104000541,SAA,2025,3,2025-03-26,CAJAZEIRAS,Urbana,-12.890687,-38.4088068,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,CAJAZEIRAS,True
177,250104000511,SAA,2025,3,2025-03-25,SANTA CRUZ,Urbana,-13.0036119,-38.4785485,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-25,SANTA CRUZ,True
178,250104000563,SAA,2025,3,2025-03-27,CAMINHO DE AREIA,Urbana,-12.9299165,-38.5055196,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,CAMINHO DE AREIA,True
179,250104000526,SAA,2025,3,2025-03-26,FAZENDA GRANDE DO RETIRO,Urbana,-12.9497186,-38.4784136,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,FAZENDA GRANDE DO RETIRO,True
180,250104000514,SAA,2025,3,2025-03-25,PARALELA,Urbana,-12.9514076,-38.4297578,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-25,PARALELA,True
181,250104000547,SAA,2025,3,2025-03-27,BROTAS,Urbana,-12.9810131,-38.5005866,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,BROTAS,True
182,250104000524,SAA,2025,3,2025-03-26,FAZENDA GRANDE DO RETIRO,Urbana,-12.9483085,-38.4790421,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,FAZENDA GRANDE DO RETIRO,True
183,250104000527,SAA,2025,3,2025-03-26,FAZENDA GRANDE DO RETIRO,Urbana,-12.941824,-38.4830356,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,FAZENDA GRANDE DO RETIRO,True
184,250104000520,SAA,2025,3,2025-03-25,BOCA DO RIO,Urbana,-12.9735981,-38.4259731,Coliformes totais,AUSENTE,ESTAÇÃO DE TRATAMENTO DE ÁGUA,Saída de tratamento/pós-desinfecção,AUSENTE,0.0,2025-03-25,BOCA DO RIO,True
185,250104000544,SAA,2025,3,2025-03-27,CAMPINAS DE BROTAS,Urbana,-12.9809882,-38.4786879,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,CAMPINAS DE BROTAS,True
186,250104000534,SAA,2025,3,2025-03-26,VALERIA,Urbana,-12.8730556,-38.4352778,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,VALERIA,True
187,250104000549,SAA,2025,3,2025-03-27,MATATU,Urbana,-12.9771454,-38.4951725,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-03-27,MATATU,True
188,250104000555,SAA,2025,3,2025-03-27,MASSARANDUBA,Urbana,-12.9282909,-38.497982,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,MASSARANDUBA,True
189,250104000510,SAA,2025,3,2025-03-25,RIO VERMELHO,Urbana,-12.99692,-38.47755,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-25,RIO VERMELHO,True
190,250104000561,SAA,2025,3,2025-03-27,MONTE SERRAT,Urbana,-12.9293799,-38.5164245,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-27,MONTE SERRAT,True
191,250104000521,SAA,2025,3,2025-03-25,BOCA DO RIO,Urbana,-12.9735981,-38.4259731,Coliformes totais,AUSENTE,ESTAÇÃO DE TRATAMENTO DE ÁGUA,Saída de tratamento/pós-desinfecção,AUSENTE,0.0,2025-03-25,BOCA DO RIO,True
192,250104000542,SAA,2025,3,2025-03-26,CAJAZEIRAS,Urbana,-12.881804,-38.4111157,Coliformes totais,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-03-26,CAJAZEIRAS,True
193,250104000672,SAA,2025,4,2025-04-09,BOCA DO RIO,Urbana,-12.9735981,-38.4259731,Escherichia coli,AUSENTE,ESTAÇÃO DE TRATAMENTO DE ÁGUA,Saída de tratamento/pós-desinfecção,AUSENTE,0.0,2025-04-09,BOCA DO RIO,True
194,250104000699,SAA,2025,4,2025-04-10,NAZARE,Urbana,-12.9788937,-38.5082991,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-10,NAZARE,True
195,250104000646,SAA,2025,4,2025-04-07,CABULA,Urbana,-12.9585879,-38.4673789,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Reservatório de distribuição,AUSENTE,0.0,2025-04-07,CABULA,True
196,250104000711,SAA,2025,4,2025-04-14,SAO GONCALO,Urbana,-12.9514665,-38.4647476,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-14,SAO GONCALO,True
197,250104000577,SAA,2025,4,2025-04-01,ACUPE DE BROTAS,Urbana,-12.9877296,-38.4967736,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-01,ACUPE DE BROTAS,True
198,250104000658,SAA,2025,4,2025-04-08,PAU DA LIMA,Urbana,-12.9287618,-38.430412,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-08,PAU DA LIMA,True
199,250104000686,SAA,2025,4,2025-04-10,URUGUAI,Urbana,-12.9380932,-38.4999194,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-10,URUGUAI,True
200,250104000718,SAA,2025,4,2025-04-14,BARRA,Urbana,-13.0063116,-38.5285232,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-14,BARRA,True
201,250104000619,SAA,2025,4,2025-04-03,DANIEL LISBOA,Urbana,-12.9852761,-38.488064,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-03,DANIEL LISBOA,True
202,250104000660,SAA,2025,4,2025-04-08,BOM JUA,Urbana,-12.9402491,-38.4748667,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-08,BOM JUA,True
203,250104000697,SAA,2025,4,2025-04-10,NAZARE,Urbana,-12.9809618,-38.5117067,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-10,NAZARE,True
204,250104000650,SAA,2025,4,2025-04-08,PAU DA LIMA,Urbana,-12.91594,-38.4436263,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-08,PAU DA LIMA,True
205,250104000596,SAA,2025,4,2025-04-02,BARRIS,Urbana,-12.989951,-38.5119076,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-02,BARRIS,True
206,250104000663,SAA,2025,4,2025-04-08,FAZENDA GRANDE DO RETIRO,Urbana,-12.9431764,-38.4804076,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-08,FAZENDA GRANDE DO RETIRO,True
207,250104000642,SAA,2025,4,2025-04-07,JARDIM SANTO INACIO,Urbana,-12.9299969,-38.461718,Escherichia coli,AUSENTE,SISTEMA DE DISTRIBUIÇÃO,Cavalete/Hidrômetro,AUSENTE,0.0,2025-04-07,JARDIM SANTO INACIO,True
